domain1_score,essay_set,words_count,sentence_count,avg_sentence_length,total_spelling_errors,total_sentence_errors
3,2,423,24,17,24,10
3,2,294,17,17,26,21
4,2,406,16,25,28,18
3,2,267,11,24,33,11
4,2,427,24,17,20,30
4,2,544,29,18,19,24
5,2,669,39,17,19,22
3,2,341,14,24,32,0
3,2,564,22,25,29,0
3,2,618,24,25,75,20
5,2,417,14,29,20,11
4,2,361,23,15,24,11
3,2,261,16,16,26,19
3,2,258,12,21,31,21
3,2,251,16,15,18,1
2,2,117,5,23,9,32
3,2,529,23,23,33,34
3,2,495,15,33,36,15
1,3,53,4,13,3,12
2,3,178,10,17,12,4
1,3,96,8,12,1,3
1,3,89,4,22,9,16
2,3,133,4,33,7,7
1,3,74,4,18,8,23
1,3,43,4,10,0,26
0,3,111,8,13,2,20
2,3,92,7,13,1,0
3,3,151,10,15,5,14
3,3,176,12,14,8,18
1,3,96,6,16,1,1
3,3,137,8,17,0,10
2,3,84,5,16,1,33
1,3,69,1,69,2,9
2,3,126,7,18,3,31
2,3,105,6,17,4,4
2,3,105,9,11,3,21
1,3,91,5,18,0,11
2,3,90,7,12,2,13
2,3,52,2,26,0,24
1,3,34,1,34,0,8
2,3,127,7,18,3,7
1,3,62,3,20,4,21
2,3,115,6,19,2,5
3,3,184,8,23,1,28
1,3,40,1,40,1,10
3,3,170,13,13,8,32
2,3,89,6,14,2,13
3,3,138,8,17,1,22
1,3,141,9,15,4,14
1,3,99,6,16,3,26
1,3,19,1,19,4,9
0,3,85,6,14,5,30
1,3,44,2,22,0,17
3,3,159,9,17,2,18
2,3,125,7,17,1,25
3,3,209,11,19,0,28
1,3,74,6,12,0,2
2,3,85,4,21,3,15
1,3,72,4,18,0,29
2,3,132,8,16,5,29
2,3,60,6,10,1,33
2,3,122,7,17,0,1
2,3,155,7,22,1,11
1,3,69,4,17,3,3
1,3,52,2,26,2,5
3,3,209,11,19,6,11
3,3,240,10,24,4,17
2,3,75,9,8,1,11
1,3,104,7,14,1,19
3,3,181,13,13,0,22
3,3,174,9,19,7,19
2,3,71,6,11,1,13
3,3,193,11,17,9,1
2,3,136,7,19,3,7
1,3,92,5,18,4,26
2,3,158,7,22,4,0
2,3,80,5,16,3,3
2,3,142,5,28,15,20
1,3,119,8,14,4,22
1,3,85,4,21,5,34
2,3,46,3,15,0,6
2,3,107,6,17,2,23
1,3,61,5,12,0,8
2,3,17,3,5,1,32
2,3,109,7,15,6,8
1,3,105,6,17,2,9
1,3,69,6,11,1,23
1,3,132,12,11,6,30
1,3,57,3,19,0,11
3,3,336,19,17,2,33
1,3,147,11,13,3,24
2,3,144,1,144,6,30
1,3,58,3,19,4,12
1,3,76,3,25,0,1
2,3,132,10,13,1,22
1,3,102,7,14,3,29
3,3,146,6,24,7,15
2,3,132,8,16,4,19
1,3,42,2,21,2,27
1,3,57,2,28,2,20
3,3,251,7,35,13,28
1,3,85,5,17,1,19
2,3,111,7,15,6,24
2,3,90,3,30,0,29
2,3,110,9,12,0,14
1,3,75,4,18,4,27
1,3,69,6,11,4,34
2,3,70,5,14,2,32
2,3,127,7,18,1,20
2,3,93,4,23,5,7
2,3,101,7,14,2,5
2,3,91,10,9,0,0
2,3,167,11,15,3,2
2,3,69,6,11,0,16
3,3,240,11,21,3,2
2,3,200,14,14,3,13
1,3,96,5,19,1,10
2,3,78,5,15,0,5
3,3,127,6,21,3,34
2,3,117,8,14,4,23
2,3,42,4,10,2,8
1,3,71,4,17,1,27
1,3,33,2,16,0,24
3,3,108,5,21,3,10
3,3,216,8,27,8,12
1,3,84,3,28,0,31
2,3,78,6,13,0,21
2,3,122,15,8,6,18
3,3,161,6,26,6,6
1,3,87,4,21,1,8
3,3,132,6,22,7,29
1,3,48,3,16,2,10
1,3,38,3,12,3,30
1,3,124,9,13,0,33
3,3,237,12,19,6,21
2,3,119,7,17,14,12
1,3,41,1,41,3,6
3,3,132,9,14,1,16
1,3,54,3,18,1,25
2,3,184,8,23,10,2
2,3,116,11,10,13,28
2,3,139,7,19,3,17
2,3,153,8,19,0,9
1,3,38,2,19,3,33
3,3,238,16,14,9,27
1,3,80,7,11,2,24
2,3,145,7,20,7,6
1,3,66,2,33,5,14
2,3,132,3,44,2,2
2,3,108,8,13,4,28
2,3,112,7,16,3,11
1,3,103,4,25,20,32
3,3,156,8,19,4,0
1,3,29,3,9,1,19
2,3,51,3,17,0,3
2,3,160,8,20,8,16
1,3,126,11,11,1,20
3,3,161,5,32,9,20
1,3,76,3,25,5,34
2,3,110,9,12,1,23
3,3,159,8,19,16,17
2,3,104,6,17,2,25
3,3,146,12,12,9,31
3,3,140,8,17,2,20
2,3,67,4,16,0,27
1,3,92,6,15,4,31
3,3,201,10,20,17,21
3,3,156,5,31,4,9
2,3,105,7,15,1,0
1,3,89,5,17,5,12
1,3,60,4,15,1,6
3,3,130,9,14,4,15
1,3,53,3,17,0,24
2,3,155,13,11,4,12
2,3,101,8,12,2,17
1,3,74,5,14,0,29
2,3,141,4,35,3,10
2,3,127,6,21,2,29
2,3,106,8,13,0,22
1,3,126,8,15,2,0
2,3,91,6,15,0,12
2,3,149,6,24,1,13
3,3,165,8,20,5,20
3,3,182,7,26,6,1
3,3,171,9,19,2,2
2,3,160,9,17,7,28
2,3,67,5,13,0,21
2,3,63,7,9,4,19
2,3,119,8,14,5,34
2,3,114,6,19,2,20
2,3,121,5,24,2,24
2,3,126,7,18,7,18
2,3,93,6,15,3,31
1,3,20,1,20,1,24
1,3,85,6,14,2,2
2,3,125,7,17,6,24
3,3,212,13,16,12,30
3,3,186,9,20,10,31
2,3,138,7,19,1,11
2,3,113,7,16,0,4
2,3,100,6,16,4,1
2,3,174,15,11,3,6
1,3,50,5,10,3,34
2,3,107,6,17,0,33
3,3,183,7,26,4,30
1,3,29,2,14,1,29
3,3,45,2,22,1,3
2,3,115,5,23,3,17
2,3,177,11,16,4,28
1,3,149,10,14,2,12
3,3,154,9,17,7,4
2,3,133,7,19,5,0
1,3,50,4,12,0,31
2,3,89,5,17,1,8
1,3,85,4,21,11,5
1,3,99,4,24,1,17
2,3,192,6,32,11,4
3,3,105,6,17,3,3
2,3,27,2,13,1,32
3,3,225,17,13,6,6
3,3,130,8,16,1,12
3,3,171,10,17,4,24
3,3,139,10,13,8,14
1,3,70,5,14,0,5
2,3,102,7,14,2,12
2,3,64,5,12,0,4
1,3,40,3,13,0,30
0,3,17,2,8,0,23
1,3,67,5,13,0,3
2,3,203,14,14,2,15
2,3,142,9,15,9,8
3,3,170,8,21,3,10
1,3,74,8,9,3,3
3,3,200,14,14,6,28
3,3,128,10,12,2,5
1,3,90,4,22,0,20
2,3,131,9,14,3,7
3,3,194,13,14,1,17
2,3,48,6,8,0,11
0,3,177,11,16,12,0
2,3,38,3,12,0,27
1,3,44,2,22,0,32
3,3,190,17,11,15,33
1,3,197,11,17,3,32
2,3,44,2,22,1,15
0,3,62,5,12,1,10
0,3,27,2,13,1,5
3,3,163,8,20,1,24
2,3,92,6,15,0,13
2,3,121,6,20,2,29
1,3,81,5,16,1,0
2,3,129,6,21,3,6
1,3,51,3,17,0,25
1,3,85,4,21,0,25
1,3,58,4,14,0,28
2,3,164,7,23,2,7
1,3,42,3,14,1,14
2,3,108,7,15,0,0
2,3,147,7,21,1,1
2,3,162,13,12,9,23
2,3,124,5,24,1,17
2,3,91,6,15,1,23
3,3,181,11,16,2,5
2,3,49,2,24,0,14
3,3,142,9,15,3,1
3,3,92,7,13,1,23
1,3,69,3,23,1,4
3,3,187,11,17,7,9
1,3,36,1,36,2,14
1,3,36,2,18,2,25
2,3,102,4,25,4,16
1,3,125,3,41,3,8
2,3,22,1,22,2,11
1,3,86,3,28,1,9
1,3,33,2,16,3,3
2,3,127,9,14,0,3
2,3,164,10,16,2,16
0,3,29,4,7,0,13
2,3,160,7,22,3,18
3,3,129,10,12,2,27
1,3,53,3,17,1,20
1,3,16,1,16,1,13
2,3,138,9,15,4,2
1,3,96,7,13,0,32
3,3,166,12,13,6,20
1,3,157,9,17,1,19
3,3,141,8,17,3,15
1,3,71,3,23,2,1
3,3,201,13,15,1,13
3,3,197,11,17,10,33
1,3,70,4,17,6,4
1,3,62,4,15,1,34
3,3,169,6,28,8,7
3,3,184,11,16,4,21
1,3,51,2,25,1,0
1,3,39,5,7,0,4
1,3,25,2,12,0,7
1,3,31,2,15,4,32
3,3,73,6,12,2,30
2,3,77,7,11,0,3
1,3,78,4,19,3,22
3,3,168,12,14,8,33
3,3,198,10,19,6,11
3,3,235,18,13,3,32
2,3,95,7,13,1,1
1,3,44,4,11,0,11
3,3,191,14,13,3,33
3,3,201,6,33,10,16
1,3,78,2,39,34,31
3,3,173,11,15,4,25
2,3,72,5,14,3,24
2,3,132,9,14,1,24
1,3,95,5,19,5,19
1,3,89,9,9,5,13
1,3,38,1,38,2,0
3,3,158,11,14,1,12
1,3,28,2,14,0,3
1,3,71,3,23,1,23
2,3,116,8,14,0,26
3,3,76,5,15,2,19
1,3,200,13,15,1,4
3,3,195,13,15,5,17
1,3,47,1,47,0,30
3,3,177,9,19,2,26
2,3,123,6,20,7,9
3,3,190,10,19,6,16
3,3,143,10,14,5,7
2,3,81,5,16,0,32
2,3,71,4,17,0,29
1,3,65,3,21,1,14
2,3,96,6,16,1,28
3,3,193,12,16,5,3
2,3,129,8,16,2,9
1,3,166,11,15,1,13
2,3,46,5,9,4,29
0,3,51,3,17,1,4
1,3,81,6,13,0,21
1,3,59,4,14,4,23
2,3,117,9,13,4,1
3,3,153,7,21,3,17
3,3,215,14,15,3,26
2,3,95,4,23,2,2
1,3,53,3,17,1,0
1,3,61,5,12,0,18
3,3,147,4,36,4,2
1,3,64,3,21,1,3
2,3,138,7,19,3,18
3,3,200,11,18,3,29
1,3,45,5,9,3,18
3,3,178,5,35,3,19
2,3,79,6,13,3,26
2,3,133,8,16,1,0
3,3,172,10,17,3,8
1,3,52,3,17,1,25
2,3,73,4,18,1,19
1,3,129,4,32,5,6
2,3,206,14,14,2,26
1,3,70,5,14,3,14
1,3,126,9,14,1,15
1,3,78,4,19,15,28
1,3,66,6,11,5,13
2,3,71,7,10,1,6
1,3,60,4,15,2,15
1,3,23,3,7,0,5
2,3,77,4,19,2,12
1,3,39,1,39,1,17
2,3,177,6,29,5,10
2,3,114,7,16,2,30
2,3,113,5,22,1,0
3,3,149,9,16,1,21
3,3,186,5,37,11,26
3,3,21,2,10,1,27
3,3,121,8,15,1,29
2,3,123,6,20,14,16
3,3,128,1,128,3,8
3,3,166,9,18,6,12
2,3,97,9,10,8,19
2,3,181,9,20,10,22
2,3,93,5,18,0,3
3,3,158,7,22,17,6
2,3,112,9,12,1,33
1,3,54,4,13,0,8
1,3,142,9,15,3,34
2,3,95,7,13,3,14
2,3,107,5,21,1,5
2,3,93,6,15,0,31
3,3,87,5,17,1,29
1,3,86,4,21,4,20
3,3,151,9,16,2,1
2,3,131,10,13,6,22
3,3,120,5,24,2,11
2,3,143,9,15,4,10
3,3,165,10,16,3,16
1,3,63,3,21,3,27
2,3,121,6,20,5,7
1,3,48,4,12,0,31
2,3,30,2,15,2,20
2,3,58,4,14,0,20
1,3,24,2,12,2,15
2,3,143,5,28,4,22
2,3,124,9,13,9,32
1,3,101,6,16,3,20
3,3,196,11,17,1,14
3,3,147,6,24,2,21
2,3,79,4,19,2,19
3,3,254,20,12,2,6
2,3,83,4,20,2,1
1,3,67,4,16,4,20
1,3,64,5,12,0,27
0,3,33,2,16,0,18
3,3,191,10,19,18,7
2,3,75,2,37,1,12
2,3,58,5,11,2,17
2,3,155,6,25,3,34
1,3,65,4,16,2,27
2,3,104,8,13,1,4
3,3,218,12,18,1,14
3,3,179,10,17,4,28
3,3,166,7,23,4,7
1,3,88,4,22,2,25
3,3,162,10,16,5,3
1,3,43,4,10,0,2
2,3,101,6,16,1,23
3,3,159,10,15,3,6
2,3,93,8,11,6,5
2,3,184,12,15,2,1
3,3,151,8,18,2,24
3,3,174,8,21,0,3
2,3,132,8,16,2,8
2,3,90,7,12,2,13
1,3,59,4,14,2,33
3,3,187,12,15,0,33
1,3,65,4,16,0,34
1,3,10,1,10,1,9
2,3,87,4,21,2,25
3,3,186,9,20,5,11
2,3,92,7,13,5,31
2,3,94,7,13,1,31
2,3,59,4,14,1,6
2,3,89,4,22,2,19
2,3,63,4,15,3,11
2,3,70,7,10,1,10
0,3,28,1,28,1,11
1,3,105,5,21,5,15
3,3,102,6,17,1,32
2,3,143,13,11,6,22
2,3,76,4,19,3,16
3,3,218,13,16,13,28
2,3,66,6,11,1,22
3,3,233,8,29,5,10
1,3,31,3,10,0,2
1,3,188,5,37,2,23
2,3,74,4,18,0,1
1,3,69,7,9,7,7
2,3,100,7,14,1,16
1,3,39,4,9,3,13
3,3,272,8,34,9,5
2,3,138,11,12,4,31
3,3,207,9,23,1,11
1,3,56,4,14,3,20
1,3,57,1,57,0,14
1,3,22,2,11,1,26
3,3,116,4,29,13,17
2,3,131,10,13,5,15
2,3,59,5,11,2,32
2,3,90,7,12,5,0
1,3,88,5,17,3,6
2,3,62,2,31,1,23
1,3,81,7,11,4,10
1,3,65,4,16,1,14
1,3,60,6,10,2,26
3,3,184,19,9,12,2
2,3,130,8,16,2,13
2,3,127,6,21,7,12
1,3,43,2,21,2,6
2,3,89,6,14,13,6
2,3,68,2,34,2,3
1,3,81,3,27,0,3
1,3,102,6,17,3,15
1,3,67,5,13,0,15
3,3,171,7,24,4,1
1,3,56,4,14,1,14
2,3,148,5,29,6,14
3,3,144,9,16,6,6
3,3,165,6,27,5,3
3,3,135,9,15,2,30
2,3,104,7,14,3,1
2,3,117,6,19,2,30
0,3,12,1,12,2,13
2,3,113,6,18,3,21
1,3,47,3,15,5,17
1,3,66,4,16,3,18
1,3,117,3,39,3,21
2,3,27,2,13,3,24
3,3,194,11,17,4,33
1,3,41,3,13,1,24
2,3,137,5,27,6,25
1,3,76,6,12,0,27
2,3,71,4,17,2,24
2,3,168,8,21,7,34
2,3,66,5,13,2,13
3,3,74,4,18,2,27
3,3,104,8,13,5,28
1,3,67,6,11,4,1
2,3,80,6,13,1,2
2,3,126,6,21,3,21
1,3,81,5,16,2,33
2,3,78,5,15,2,11
1,3,82,4,20,5,21
2,3,112,6,18,2,23
1,3,74,4,18,0,25
3,3,188,9,20,7,29
2,3,60,3,20,2,2
2,3,177,14,12,4,0
1,3,51,5,10,1,20
3,3,176,13,13,3,34
2,3,83,4,20,1,0
3,3,198,12,16,0,27
0,3,28,1,28,0,11
2,3,177,11,16,1,23
1,3,34,3,11,2,8
1,3,37,1,37,0,26
3,3,275,17,16,2,31
3,3,179,9,19,1,20
3,3,253,11,23,6,6
2,3,87,4,21,1,13
3,3,148,6,24,2,13
1,3,75,4,18,0,18
2,3,101,4,25,2,17
1,3,45,3,15,0,13
3,3,196,10,19,7,32
2,3,87,7,12,5,16
2,3,103,6,17,4,34
3,3,64,2,32,3,7
2,3,71,5,14,3,18
1,3,71,5,14,1,15
2,3,104,7,14,4,16
2,3,77,5,15,3,9
1,3,59,3,19,0,32
2,3,74,4,18,1,3
1,3,64,4,16,2,23
2,3,109,10,10,2,4
2,3,70,4,17,0,34
1,3,104,8,13,0,11
3,3,136,9,15,5,18
1,3,44,4,11,3,14
3,3,191,10,19,2,14
2,3,106,6,17,2,2
1,3,70,3,23,2,17
2,3,66,4,16,0,33
2,3,97,8,12,0,25
3,3,194,15,12,0,29
2,3,72,4,18,2,2
1,3,57,5,11,3,17
1,3,81,7,11,0,13
3,3,249,7,35,7,29
1,3,57,5,11,0,0
1,3,58,4,14,1,21
2,3,182,11,16,4,21
2,3,159,7,22,1,7
2,3,96,5,19,1,2
2,3,86,4,21,0,31
2,3,95,7,13,1,20
2,3,77,5,15,0,3
2,3,66,5,13,2,4
1,3,49,4,12,0,16
2,3,97,6,16,1,1
2,3,65,4,16,6,24
2,3,152,8,19,2,8
3,3,299,22,13,9,20
1,3,41,1,41,1,12
3,3,160,11,14,5,30
2,3,96,5,19,1,1
1,3,66,5,13,1,2
2,3,174,11,15,7,17
2,3,150,13,11,1,4
1,3,52,4,13,1,34
0,3,75,4,18,1,5
1,3,35,1,35,1,20
2,3,54,4,13,1,7
2,3,136,7,19,1,17
2,3,143,7,20,2,14
3,3,165,8,20,1,15
2,3,78,9,8,3,30
1,3,44,3,14,3,22
1,3,57,2,28,0,5
2,3,38,3,12,0,3
1,3,57,3,19,1,1
1,3,196,15,13,1,7
1,3,34,2,17,0,31
2,3,122,5,24,7,20
1,3,53,3,17,1,19
2,3,147,8,18,4,12
3,3,148,8,18,0,23
1,3,54,5,10,3,19
1,3,70,4,17,0,11
1,3,97,7,13,2,8
1,3,65,2,32,3,11
2,3,71,4,17,1,21
1,3,70,4,17,1,32
2,3,184,8,23,3,16
1,3,85,5,17,9,25
3,3,184,14,13,1,11
3,3,198,12,16,11,31
1,3,149,8,18,0,30
3,3,131,13,10,7,3
1,3,117,7,16,7,26
1,3,52,3,17,0,23
1,3,76,4,19,0,8
2,3,111,9,12,4,20
2,3,163,12,13,2,8
3,3,143,7,20,5,0
1,3,56,3,18,0,13
3,3,204,11,18,2,20
2,3,99,6,16,2,10
1,3,71,4,17,1,5
3,3,92,7,13,3,29
2,3,145,4,36,3,34
2,3,147,7,21,4,12
1,3,65,4,16,3,33
2,3,145,4,36,3,32
2,3,77,6,12,0,31
3,3,154,8,19,1,16
0,3,31,2,15,1,29
2,3,133,11,12,4,32
1,3,91,6,15,2,21
0,3,32,2,16,1,19
1,3,77,8,9,1,6
2,3,75,5,15,1,12
1,3,96,7,13,7,2
3,3,140,9,15,6,29
2,3,96,4,24,0,16
1,3,80,4,20,1,17
1,3,77,3,25,4,1
2,3,132,6,22,3,12
3,3,182,8,22,29,19
1,3,28,2,14,0,11
3,3,111,7,15,3,28
3,3,126,8,15,3,9
2,3,113,7,16,2,6
1,3,71,3,23,2,18
1,3,65,4,16,3,0
2,3,43,2,21,2,0
1,3,38,3,12,0,27
2,3,70,6,11,5,21
2,3,82,4,20,1,22
2,3,69,5,13,1,27
2,3,76,5,15,5,12
1,3,46,3,15,0,27
1,3,56,5,11,1,23
1,3,37,3,12,0,17
1,3,53,4,13,1,0
1,3,29,1,29,2,28
3,3,98,6,16,0,6
0,3,28,1,28,2,2
2,3,114,6,19,0,3
2,3,69,6,11,2,2
3,3,167,12,13,1,12
1,3,58,3,19,2,24
1,3,66,1,66,2,23
1,3,56,4,14,1,9
2,3,163,10,16,8,5
1,3,94,4,23,0,14
2,3,83,6,13,6,18
2,3,78,2,39,2,13
2,3,126,6,21,3,13
1,3,42,3,14,0,11
1,3,61,5,12,1,14
1,3,38,4,9,3,30
2,3,123,6,20,1,16
2,3,78,7,11,4,25
3,3,181,9,20,9,33
1,3,64,5,12,0,7
2,3,90,6,15,1,20
3,3,154,8,19,8,11
3,3,164,8,20,3,21
2,3,98,6,16,0,30
2,3,98,6,16,1,3
1,3,68,5,13,0,7
1,3,68,4,17,0,27
1,3,79,6,13,3,16
2,3,144,8,18,0,11
1,3,85,5,17,5,32
3,3,158,9,17,4,19
3,3,155,11,14,5,34
1,3,54,1,54,4,34
2,3,109,6,18,4,12
1,3,30,2,15,0,9
1,3,77,5,15,7,20
3,3,170,8,21,1,22
1,3,130,11,11,2,28
1,3,121,7,17,3,2
1,3,146,9,16,9,3
3,3,174,10,17,1,29
0,3,69,5,13,1,16
3,3,185,6,30,4,1
2,3,90,8,11,0,28
2,3,108,7,15,1,1
1,3,202,11,18,8,14
3,3,157,10,15,0,27
2,3,125,4,31,3,15
2,3,87,6,14,0,15
2,3,99,7,14,2,20
2,3,103,6,17,5,23
2,3,112,8,14,1,1
1,3,66,6,11,3,13
1,3,50,5,10,1,9
3,3,103,6,17,7,24
1,3,29,2,14,0,19
1,3,47,2,23,1,10
3,3,168,13,12,14,6
0,3,40,5,8,2,1
0,3,43,4,10,1,16
2,3,93,6,15,5,4
2,3,119,4,29,0,9
3,3,170,7,24,1,20
2,3,107,7,15,1,16
2,3,144,7,20,6,7
3,3,192,11,17,1,29
2,3,126,7,18,8,31
3,3,180,6,30,6,10
1,3,128,12,10,4,33
1,3,90,5,18,9,21
2,3,77,3,25,0,3
3,3,80,5,16,2,18
2,3,136,4,34,5,32
1,3,44,2,22,4,31
1,3,44,3,14,0,7
3,3,109,1,109,8,21
1,3,77,4,19,1,18
2,3,117,7,16,0,2
2,3,127,9,14,2,14
3,3,159,6,26,1,5
1,3,80,1,80,1,14
3,3,204,8,25,6,33
2,3,103,5,20,0,1
2,3,80,4,20,2,16
3,3,139,5,27,4,23
2,3,102,5,20,1,6
3,3,170,9,18,4,33
1,3,24,1,24,0,25
1,3,61,6,10,3,30
2,3,115,7,16,5,27
3,3,230,15,15,2,32
2,3,131,8,16,5,31
3,3,134,6,22,5,4
1,3,26,3,8,0,5
2,3,136,7,19,1,28
2,3,17,2,8,0,28
2,3,87,7,12,1,13
3,3,141,11,12,2,26
2,3,87,4,21,6,15
2,3,106,4,26,2,13
2,3,12,2,6,0,10
3,3,202,12,16,3,6
2,3,144,7,20,2,6
1,3,89,6,14,1,22
1,3,45,3,15,1,32
1,3,36,3,12,1,25
2,3,147,7,21,8,12
1,3,59,3,19,0,30
1,3,88,6,14,4,24
1,3,88,5,17,2,24
1,3,51,4,12,1,13
3,3,111,9,12,1,29
3,3,159,5,31,2,8
2,3,106,5,21,3,0
1,3,86,1,86,1,23
2,3,111,5,22,0,25
1,3,27,1,27,0,18
2,3,168,7,24,3,6
3,3,212,12,17,14,33
0,3,37,3,12,1,7
3,3,154,12,12,2,22
2,3,92,5,18,2,18
1,3,69,4,17,3,22
1,3,79,5,15,2,11
1,3,139,10,13,2,5
3,3,145,11,13,1,11
3,3,197,13,15,1,24
2,3,245,2,122,127,16
1,3,67,5,13,4,15
2,3,203,13,15,8,27
2,3,99,5,19,3,14
1,3,34,2,17,0,1
2,3,105,6,17,3,26
3,3,167,10,16,20,6
2,3,98,5,19,1,32
1,3,37,1,37,0,16
3,3,216,8,27,2,34
2,3,161,7,23,4,6
1,3,56,5,11,5,26
1,3,61,1,61,1,30
3,3,95,8,11,2,26
1,3,91,6,15,3,3
2,3,144,9,16,4,26
3,3,130,6,21,4,22
1,3,50,2,25,0,17
3,3,167,13,12,4,20
1,3,92,3,30,3,28
3,3,187,11,17,1,10
2,3,109,9,12,0,11
3,3,135,6,22,8,20
3,3,122,7,17,2,16
1,3,50,2,25,1,26
2,3,128,7,18,2,30
1,3,50,3,16,2,14
1,3,122,6,20,3,34
2,3,155,10,15,3,29
2,3,134,6,22,6,3
1,3,138,9,15,3,4
1,3,87,5,17,1,11
1,3,72,4,18,3,11
2,3,110,7,15,1,9
1,3,56,4,14,0,29
1,3,81,4,20,4,3
1,3,79,5,15,0,15
3,3,177,13,13,1,5
3,3,165,8,20,3,10
2,3,199,11,18,5,32
0,3,62,2,31,1,27
2,3,121,6,20,5,30
1,3,67,4,16,1,12
1,3,55,1,55,1,15
1,3,191,9,21,4,7
2,3,99,6,16,3,2
1,3,77,4,19,0,22
3,3,140,6,23,2,17
2,3,96,5,19,6,22
2,3,156,11,14,2,2
2,3,112,5,22,1,19
1,3,47,2,23,0,30
3,3,69,3,23,2,17
1,3,62,3,20,2,34
1,3,36,3,12,1,10
2,3,64,4,16,0,15
3,3,178,8,22,1,12
3,3,50,5,10,3,9
3,3,146,9,16,8,1
1,3,43,3,14,0,17
2,3,126,6,21,2,2
2,3,90,9,10,1,34
3,3,158,7,22,2,31
3,3,207,10,20,2,25
2,3,114,6,19,0,28
1,3,85,3,28,3,21
1,3,128,8,16,1,30
3,3,145,8,18,2,12
3,3,142,6,23,2,15
3,3,220,16,13,11,16
1,3,66,3,22,5,9
1,3,87,4,21,2,5
2,3,99,5,19,3,27
2,3,169,11,15,2,2
3,3,162,9,18,5,27
1,3,86,3,28,0,3
3,3,160,6,26,2,22
1,3,52,6,8,2,31
1,3,63,5,12,4,31
1,3,35,2,17,2,3
3,3,206,14,14,2,23
1,3,58,4,14,0,13
1,3,47,2,23,0,4
3,3,135,6,22,2,32
2,3,118,5,23,0,24
2,3,85,5,17,5,14
1,3,61,6,10,1,12
1,3,67,3,22,0,20
2,3,122,4,30,6,21
3,3,205,11,18,4,25
2,3,85,6,14,3,4
1,3,78,7,11,1,16
1,3,63,4,15,2,3
1,3,39,4,9,0,16
2,3,130,6,21,1,13
1,3,104,7,14,1,26
2,3,178,8,22,7,20
1,3,85,3,28,2,27
2,3,141,6,23,7,19
1,3,52,2,26,1,8
1,3,63,6,10,0,4
1,3,127,7,18,5,23
1,3,120,6,20,1,4
3,3,208,7,29,12,29
1,3,71,6,11,0,15
1,3,117,6,19,1,17
2,3,108,5,21,2,27
3,3,184,10,18,4,3
2,3,82,6,13,1,16
2,3,113,9,12,4,29
3,3,167,9,18,1,28
3,3,156,13,12,0,26
2,3,144,9,16,3,27
2,3,78,4,19,0,12
1,3,69,6,11,0,13
2,3,160,5,32,1,8
3,3,114,6,19,1,31
2,3,95,3,31,2,25
2,3,171,8,21,2,28
1,3,63,5,12,0,11
2,3,56,2,28,1,7
3,3,178,17,10,15,10
0,3,21,1,21,1,10
2,3,58,4,14,2,8
2,3,133,5,26,3,31
2,3,73,5,14,1,3
2,3,131,9,14,3,9
1,3,139,7,19,0,8
2,3,101,8,12,1,5
2,3,148,8,18,2,26
3,3,246,8,30,16,25
2,3,132,7,18,8,12
2,3,69,6,11,0,26
1,3,68,4,17,2,8
2,3,108,4,27,3,13
2,3,172,9,19,13,3
2,3,109,4,27,5,1
3,3,122,7,17,5,28
2,3,147,7,21,3,8
2,3,112,7,16,1,14
2,3,85,6,14,2,13
1,3,64,4,16,3,7
2,3,96,4,24,2,10
1,3,41,3,13,3,4
2,3,166,12,13,2,17
1,3,49,1,49,1,34
2,3,194,9,21,4,1
2,3,116,7,16,1,29
2,3,68,3,22,1,17
1,3,72,6,12,1,6
1,3,80,5,16,4,0
2,3,80,4,20,7,14
2,3,130,7,18,0,7
2,3,121,7,17,3,11
3,3,115,5,23,1,10
2,3,137,7,19,6,9
3,3,205,12,17,10,17
3,3,154,7,22,12,14
2,3,95,5,19,5,6
2,3,101,8,12,1,29
1,3,66,3,22,4,31
2,3,184,7,26,11,32
3,3,208,12,17,5,27
1,3,53,4,13,0,29
1,3,35,1,35,0,28
2,3,127,10,12,7,11
1,3,58,2,29,6,4
2,3,144,5,28,2,25
1,3,85,7,12,4,4
2,3,138,7,19,4,19
2,3,119,9,13,1,26
1,3,47,3,15,10,30
3,3,189,9,21,6,22
1,3,56,3,18,2,8
3,3,122,5,24,4,25
1,3,78,6,13,1,5
3,3,181,1,181,14,24
2,3,160,12,13,3,26
3,3,177,12,14,4,11
1,3,62,6,10,2,14
3,3,119,6,19,2,2
2,3,145,11,13,2,0
1,3,69,5,13,1,20
3,3,224,10,22,4,32
1,3,84,5,16,4,30
0,3,62,3,20,4,19
2,3,113,7,16,0,33
2,3,188,12,15,4,29
3,3,161,11,14,6,23
2,3,108,7,15,4,23
3,3,147,13,11,6,13
1,3,68,4,17,1,8
2,3,87,4,21,6,4
2,3,117,4,29,6,2
2,3,131,8,16,5,23
2,3,99,7,14,3,14
2,3,92,6,15,4,23
3,3,154,1,154,7,2
2,3,130,6,21,0,15
2,3,86,7,12,1,24
1,3,99,6,16,0,4
3,3,164,8,20,2,26
2,3,122,9,13,4,29
3,3,133,9,14,8,27
1,3,66,3,22,0,5
1,3,22,1,22,0,13
3,3,135,9,15,1,18
1,3,86,5,17,0,26
0,3,22,2,11,0,16
1,3,72,4,18,0,31
1,3,75,3,25,2,30
1,3,10,1,10,0,14
2,3,101,2,50,7,12
2,3,31,3,10,1,31
3,3,138,10,13,3,6
3,3,118,9,13,3,21
